SaleCondition,SalePrice,SaleType,MSZoning,BsmtQual,Foundation,Electrical,RoofStyle,Neighborhood,GrLivArea,firstFlrSF,YearBuilt,GarageType,OverallQual,OverallCond,TotRmsAbvGrd,GarageCars,GarageArea
Partial,225000,New,RL,Gd,PConc,SBrkr,Gable,Somerst,1496,1496,2007,Attchd,8,5,7,2,474
Partial,279500,New,RL,Gd,PConc,SBrkr,Gable,CollgCr,1494,1494,2006,Attchd,7,5,7,3,840
Normal,221000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1494,1494,2002,Attchd,7,5,6,2,530
Normal,217000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1494,1494,1997,Attchd,6,5,6,2,576
Normal,270000,WD,RL,Gd,PConc,SBrkr,Hip,Veenker,1494,1494,1995,Attchd,8,5,6,2,481
Normal,177500,WD,RL,TA,CBlock,SBrkr,Gable,Crawfor,1494,753,1942,Attchd,6,7,7,1,213
Normal,215000,WD,RL,Gd,PConc,SBrkr,Gable,SawyerW,1494,1494,1998,Attchd,7,5,5,2,514
Normal,208900,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1493,1493,1997,Attchd,6,5,7,2,508
Normal,184000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1490,788,2004,Attchd,7,5,8,2,388
Normal,139500,WD,RL,TA,BrkTil,SBrkr,Gable,SWISU,1489,944,1940,Detchd,6,7,7,1,240
Partial,232600,New,FV,Gd,PConc,SBrkr,Gable,Somerst,1489,1489,2006,Attchd,8,5,7,2,776
Normal,185750,WD,RL,TA,CBlock,SBrkr,Hip,NWAmes,1489,1489,1968,Attchd,6,7,7,2,462
Normal,113000,WD,RL,TA,CBlock,FuseA,Gable,Edwards,1487,798,1945,Detchd,6,4,7,1,220
Normal,167000,WD,RL,TA,PConc,SBrkr,Hip,Edwards,1486,1486,1964,Detchd,5,7,7,2,480
Normal,175000,WD,RL,Gd,CBlock,SBrkr,Gable,NWAmes,1484,1484,1971,Attchd,5,6,7,2,487
Normal,213000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1484,1484,2004,Attchd,7,5,7,2,606
Normal,128000,WD,RM,TA,CBlock,SBrkr,Gable,OldTown,1484,742,1914,NoGarage,6,6,9,0,0
Normal,174000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1484,742,2005,Attchd,6,5,8,2,390
Partial,178900,New,RL,Gd,PConc,SBrkr,Gable,Gilbert,1484,783,2005,Attchd,6,5,8,2,393
Normal,265900,WD,RL,Gd,PConc,SBrkr,Hip,Timber,1484,1484,2006,Attchd,8,5,6,2,472
Normal,140000,WD,RH,TA,BrkTil,SBrkr,Gable,SWISU,1482,810,1925,Detchd,6,8,7,1,400
Normal,163900,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1482,812,1992,Attchd,7,5,7,2,392
Normal,143000,WD,RM,TA,PConc,SBrkr,Hip,OldTown,1482,832,1920,Detchd,7,9,7,2,324
Normal,174000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1481,702,1994,Attchd,6,5,6,2,343
Normal,226000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1479,1479,2003,Attchd,7,5,7,2,558
Normal,184000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1479,725,1972,Attchd,7,9,7,2,484
Normal,191000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1479,1479,1999,Attchd,7,5,6,2,577
Normal,130500,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,1479,725,1976,Attchd,6,8,6,2,475
Normal,157500,WD,RL,TA,CBlock,FuseA,Gable,NAmes,1478,1478,1960,Attchd,6,5,6,2,498
Partial,222000,New,FV,Ex,PConc,SBrkr,Gable,Somerst,1478,1478,2009,Attchd,7,5,7,2,484
Normal,156500,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1478,1478,1957,Attchd,6,3,6,2,442
Normal,145000,WD,RL,TA,BrkTil,SBrkr,Gable,SWISU,1477,877,1928,Detchd,7,7,6,1,216
Normal,173500,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1476,738,2005,Attchd,6,5,7,2,540
Normal,127000,WD,RM,TA,PConc,SBrkr,Gable,MeadowV,1475,925,1977,Attchd,5,6,6,1,336
Normal,168500,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1474,804,1995,BuiltIn,7,5,7,2,400
Partial,143000,WD,RL,TA,CBlock,SBrkr,Flat,ClearCr,1473,1473,1968,Attchd,5,8,5,1,452
Normal,187500,WD,RL,Gd,CBlock,SBrkr,Gable,NWAmes,1472,1472,1980,Attchd,7,5,6,2,588
Normal,160000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1472,802,1991,Attchd,7,5,7,2,402
Normal,125000,WD,RM,TA,PConc,SBrkr,Gambrel,OldTown,1472,842,1925,Detchd,5,8,6,1,250
Normal,172500,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1471,742,1999,Detchd,6,5,6,2,440
Normal,177000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1470,794,1997,Attchd,6,6,6,2,388
Normal,185000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1470,680,1993,BuiltIn,6,8,6,2,420
Normal,135000,WD,RL,TA,PConc,SBrkr,Gable,Edwards,1470,997,1954,Detchd,4,6,7,1,548
Normal,135000,WD,RM,TA,CBlock,SBrkr,Gable,IDOTRR,1469,756,1906,Detchd,6,7,7,1,216
Partial,244600,New,RL,Gd,PConc,SBrkr,Gable,Somerst,1468,1468,2008,Attchd,8,5,6,3,898
Normal,201000,WD,RL,Gd,PConc,SBrkr,Gable,Timber,1466,1466,2007,Attchd,8,5,7,3,610
Normal,170000,WD,RL,Fa,CBlock,SBrkr,Gable,OldTown,1466,1096,1936,Attchd,5,8,7,2,566
Normal,149900,WD,RL,TA,CBlock,SBrkr,Gable,Edwards,1466,1466,1959,Attchd,5,4,6,2,528
Normal,175000,WD,RL,Gd,CBlock,SBrkr,Gable,Sawyer,1464,1464,1963,Attchd,5,6,6,2,480
Normal,282922,WD,RL,Gd,PConc,SBrkr,Gable,Somerst,1464,1464,2007,Attchd,8,5,6,3,754
Normal,192000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1459,1459,2002,Attchd,7,5,6,2,527
Normal,176000,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1458,729,1999,Detchd,6,5,5,2,440
Abnorml,97500,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1458,912,1948,Attchd,6,5,6,1,330
Partial,163990,New,RL,Gd,PConc,SBrkr,Gable,CollgCr,1456,728,2005,Attchd,6,5,8,2,390
Normal,148500,WD,RL,Gd,CBlock,SBrkr,Gable,NPkVill,1456,855,1976,Attchd,6,6,7,2,440
Partial,172785,New,RL,Gd,PConc,SBrkr,Gable,Gilbert,1456,728,2006,Attchd,6,5,8,2,429
Partial,179540,New,RL,Gd,PConc,SBrkr,Hip,Gilbert,1456,728,2007,Attchd,7,5,8,2,400
Normal,189000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1456,728,2005,Attchd,7,5,7,2,410
Normal,215000,WD,RL,Gd,PConc,SBrkr,Gable,Blmngtn,1456,1456,2003,Attchd,8,5,7,2,400
Normal,91500,WD,RL,Fa,CBlock,FuseA,Gable,Edwards,1456,1002,1948,Detchd,5,3,7,1,280
Normal,146000,WD,RL,Gd,CBlock,SBrkr,Gable,NPkVill,1456,855,1978,Attchd,6,5,7,2,440
Normal,176000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1456,728,2005,Attchd,6,5,8,2,400
Partial,155835,New,RL,Gd,PConc,SBrkr,Gable,CollgCr,1456,728,2006,Attchd,7,5,8,2,440
Abnorml,190000,WD,RL,Gd,PConc,SBrkr,Gable,ClearCr,1453,1453,1986,Attchd,7,5,6,2,445
Partial,113000,New,RM,TA,BrkTil,SBrkr,Gable,OldTown,1452,736,1920,NoGarage,4,5,8,0,0
Normal,183900,WD,FV,Gd,PConc,SBrkr,Hip,Somerst,1452,713,1999,Detchd,7,5,6,2,506
Normal,175000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1446,729,1996,Attchd,7,5,6,2,406
Normal,158000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1445,1445,1964,Attchd,6,6,7,2,645
Normal,180500,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1442,1442,1990,Attchd,7,5,5,2,500
Normal,157900,COD,RL,TA,CBlock,SBrkr,Gable,NAmes,1442,1442,1958,Attchd,6,6,7,1,301
Normal,185000,WD,RL,TA,CBlock,SBrkr,Hip,NWAmes,1442,1442,1970,Attchd,6,6,6,2,615
Normal,179900,WD,RL,Gd,PConc,SBrkr,Hip,SawyerW,1442,1442,1990,Attchd,7,5,6,2,719
Normal,148500,WD,RL,TA,CBlock,SBrkr,Gable,NPkVill,1441,855,1978,Attchd,6,6,7,2,440
Normal,174000,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1441,764,1999,Detchd,8,5,5,2,492
Normal,79000,WD,RM,TA,BrkTil,FuseA,Gable,OldTown,1440,889,1900,Attchd,5,4,6,1,352
Normal,118000,WD,RL,TA,CBlock,FuseF,Gable,Edwards,1440,1440,1955,NoGarage,4,4,8,0,0
Abnorml,150000,Oth,RL,Gd,PConc,SBrkr,Gable,Edwards,1440,1440,1977,NoGarage,4,3,8,0,0
Normal,182900,WD,RL,Gd,CBlock,SBrkr,Gable,NWAmes,1440,1440,1981,Attchd,6,7,7,2,467
Normal,168000,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,1437,1437,1956,Detchd,5,6,6,2,576
Normal,218000,WD,RL,Gd,CBlock,SBrkr,Gable,Veenker,1437,1437,1976,Attchd,5,8,6,2,528
Normal,210000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1436,1436,2004,Attchd,7,5,8,2,484
Normal,189000,WD,RL,Gd,PConc,SBrkr,Gable,SawyerW,1434,1434,2001,Attchd,7,5,6,2,527
Normal,188500,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1432,716,2004,Attchd,7,5,6,2,432
Abnorml,132000,WD,RM,Fa,BrkTil,SBrkr,Gable,OldTown,1432,768,1910,Detchd,5,7,7,2,360
Normal,194000,WD,RL,Gd,PConc,SBrkr,Gable,Veenker,1432,1432,1978,Attchd,5,7,5,2,588
Normal,192000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1431,1431,1999,Attchd,7,5,6,2,666
Normal,165000,WD,RL,Gd,CBlock,SBrkr,Gable,NAmes,1431,1431,1962,Basment,6,5,6,1,296
Normal,180000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1430,774,2000,BuiltIn,7,5,7,2,400
Normal,170000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1430,774,2000,BuiltIn,7,5,8,2,400
Normal,187100,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1430,1430,2001,Attchd,7,5,6,2,605
Normal,181900,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1429,1429,1960,Attchd,6,6,7,2,572
Partial,227680,New,RL,Gd,PConc,SBrkr,Gable,Somerst,1428,1428,2008,Attchd,7,5,6,2,554
Partial,182000,New,FV,Gd,PConc,SBrkr,Gable,Somerst,1428,1428,2007,Attchd,7,5,6,2,480
Normal,189950,WD,RL,TA,BrkTil,SBrkr,Gable,Crawfor,1426,912,1918,Detchd,7,8,7,1,216
Normal,159500,WD,RL,TA,CBlock,SBrkr,Hip,Edwards,1426,698,1977,Attchd,6,6,6,2,440
Normal,180500,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1425,1425,1964,Attchd,6,5,7,2,576
Normal,175500,WD,RL,Gd,CBlock,SBrkr,Gable,NWAmes,1422,1422,1981,Attchd,6,6,7,2,576
Normal,139900,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1422,1422,1960,Attchd,5,5,6,1,286
Normal,179600,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1422,1422,2004,Attchd,7,5,7,2,626
Partial,392000,New,RL,Gd,PConc,SBrkr,Gable,StoneBr,1419,1419,2007,Attchd,8,6,7,2,567
Normal,184100,WD,RL,Gd,PConc,SBrkr,Hip,Gilbert,1419,779,2002,BuiltIn,8,5,7,2,527
Normal,153900,WD,RM,TA,BrkTil,SBrkr,Gable,OldTown,1416,876,1915,Detchd,5,8,7,3,720
Normal,155000,WD,FV,Gd,PConc,SBrkr,Hip,Somerst,1416,696,1999,Detchd,7,5,6,2,484
Normal,112000,WD,RL,TA,BrkTil,SBrkr,Gable,Sawyer,1416,1416,1918,Attchd,5,7,7,2,576
Normal,179900,WD,RL,TA,CBlock,SBrkr,Gable,NWAmes,1416,708,1968,Attchd,6,6,7,2,776
Normal,185500,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1414,1414,2004,Attchd,7,5,6,2,494
Normal,178740,WD,RM,Gd,PConc,SBrkr,Hip,Blmngtn,1414,1414,2004,Attchd,7,5,6,2,398
Normal,178000,WD,RL,Ex,PConc,SBrkr,Gable,Gilbert,1414,707,2004,Attchd,8,5,6,2,403
Normal,176500,WD,RL,Gd,CBlock,SBrkr,Hip,NAmes,1414,1414,1958,Attchd,6,8,6,2,601
Normal,175000,WD,RL,Gd,CBlock,SBrkr,Gable,Timber,1412,1412,1988,Attchd,6,5,6,2,576
Normal,132500,WD,RM,TA,CBlock,FuseF,Gable,BrkSide,1412,825,1939,Detchd,6,6,6,1,280
Partial,156932,New,RL,Gd,PConc,SBrkr,Gable,Gilbert,1412,616,2006,BuiltIn,6,5,6,2,432
Family,82500,WD,RL,TA,CBlock,SBrkr,Hip,NWAmes,1411,1411,1977,Attchd,7,5,6,2,544
Normal,89500,WD,RM,TA,CBlock,FuseA,Gable,IDOTRR,1406,1035,1920,NoGarage,6,7,6,0,0
Normal,171750,WD,RL,Gd,PConc,SBrkr,Gable,NridgHt,1405,1405,2003,Attchd,7,5,6,2,478
Partial,194201,New,RL,Ex,PConc,SBrkr,Gable,Blmngtn,1402,1402,2006,Attchd,7,5,7,3,648
Normal,149500,WD,RL,TA,CBlock,SBrkr,Hip,Sawyer,1400,672,1978,Attchd,6,7,6,2,440
Normal,153575,WD,RL,TA,BrkTil,FuseA,Gable,BrkSide,1396,698,1915,Detchd,6,7,7,1,384
Normal,162000,WD,RL,TA,CBlock,SBrkr,Gable,NWAmes,1395,735,1972,Attchd,6,6,6,2,497
Normal,159000,WD,RL,Gd,CBlock,SBrkr,Gable,NAmes,1394,1394,1963,Attchd,6,5,6,2,514
Normal,167500,WD,RL,Gd,PConc,SBrkr,Gable,Timber,1394,754,2006,BuiltIn,5,5,7,2,400
Normal,135500,WD,RL,TA,PConc,SBrkr,Gable,Edwards,1393,872,1955,Attchd,5,7,8,1,300
Normal,161750,WD,RL,Gd,CBlock,SBrkr,Gable,CollgCr,1392,689,1977,Attchd,6,7,6,1,299
Normal,121500,WD,RL,Gd,CBlock,SBrkr,Hip,Sawyer,1392,1392,1957,Detchd,5,6,5,2,528
Abnorml,146000,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1392,703,2007,Detchd,7,5,5,2,540
Normal,110000,WD,RL,Fa,CBlock,SBrkr,Hip,NAmes,1392,1392,1968,Attchd,6,3,5,2,576
Normal,166000,WD,RL,TA,CBlock,FuseA,Gable,NAmes,1392,1392,1957,Attchd,6,5,6,2,458
Normal,196000,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1391,1391,2004,Attchd,7,5,5,2,530
Normal,135000,WD,RM,TA,CBlock,SBrkr,Gable,OldTown,1389,707,1946,Detchd,7,8,6,1,240
Normal,170000,WD,RL,Gd,CBlock,SBrkr,Gable,Mitchel,1389,1389,1974,Attchd,5,5,6,2,418
Normal,93000,WD,RM,TA,CBlock,FuseA,Gable,OldTown,1387,811,1954,BuiltIn,5,4,7,1,256
Abnorml,158900,WD,RL,TA,CBlock,SBrkr,Hip,Sawyer,1386,672,1978,Attchd,6,5,6,2,440
Normal,166000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1385,910,1952,Detchd,5,4,6,2,720
Normal,145250,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1383,1383,1960,Attchd,6,5,7,1,292
Normal,165000,WD,RL,Gd,PConc,SBrkr,Gable,Sawyer,1383,1383,1954,Attchd,5,5,6,1,354
Normal,128500,WD,RM,TA,CBlock,SBrkr,Gable,OldTown,1382,854,1941,Detchd,5,6,7,2,660
Normal,176000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1382,1382,1962,Attchd,6,5,6,2,884
Normal,165000,WD,FV,Gd,PConc,SBrkr,Gable,Somerst,1382,673,2000,Detchd,7,5,6,2,490
Normal,148000,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,1382,1382,1963,Attchd,4,5,6,2,459
Normal,197500,WD,RL,TA,CBlock,SBrkr,Hip,NWAmes,1381,1381,1972,Attchd,6,7,5,2,676
Normal,161000,WD,RM,TA,BrkTil,SBrkr,Gambrel,OldTown,1378,689,1928,Detchd,7,9,7,2,360
Normal,119500,WD,RM,TA,BrkTil,SBrkr,Gable,IDOTRR,1376,780,1937,Detchd,6,6,7,1,198
Normal,105000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1376,968,1941,Attchd,5,5,6,1,240
Normal,140000,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1375,1375,1954,Attchd,6,5,5,2,451
Normal,141000,WD,RM,TA,PConc,SBrkr,Gable,IDOTRR,1375,780,1937,Detchd,6,6,6,1,544
Normal,105000,WD,RL,TA,PConc,SBrkr,Gable,OldTown,1374,840,1920,Detchd,4,6,6,1,338
Partial,250580,New,FV,Ex,PConc,SBrkr,Gable,Somerst,1372,1372,2007,Attchd,7,5,6,2,529
Normal,202500,WD,RL,Gd,PConc,SBrkr,Gable,NridgHt,1370,1370,2006,Attchd,8,5,6,2,484
Family,152000,WD,RL,Gd,CBlock,SBrkr,Gable,NWAmes,1370,1370,1976,Attchd,7,5,6,2,479
Normal,103600,WD,RH,TA,BrkTil,SBrkr,Gambrel,Edwards,1369,697,1925,Detchd,6,6,6,1,300
Partial,202665,New,RL,Gd,PConc,SBrkr,Gable,NridgHt,1368,1368,2005,Attchd,7,5,6,2,474
Normal,114504,WD,RM,TA,CBlock,FuseA,Gable,OldTown,1368,684,1910,Detchd,6,7,7,1,216
Partial,202500,New,RL,Gd,PConc,SBrkr,Gable,NridgHt,1368,1368,2005,Attchd,7,5,6,2,474
Normal,119000,WD,RL,TA,BrkTil,SBrkr,Gable,Edwards,1367,961,1900,Detchd,5,8,7,1,384
Normal,127500,WD,RM,TA,BrkTil,FuseA,Gable,BrkSide,1367,959,1931,Detchd,6,6,6,1,560
Normal,122500,WD,RM,TA,CBlock,SBrkr,Gable,BrDale,1365,765,1971,Detchd,5,5,6,2,440
Normal,125000,WD,RM,TA,CBlock,SBrkr,Gable,BrDale,1365,765,1970,Attchd,5,6,7,2,440
Normal,185850,WD,RL,Gd,PConc,SBrkr,Gable,NridgHt,1364,1364,2005,Attchd,7,5,6,2,484
Normal,241500,WD,RL,Gd,CBlock,SBrkr,Flat,ClearCr,1363,1363,1954,Attchd,7,7,5,2,439
Normal,164900,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1363,1363,1951,CarPort,5,7,6,1,288
Normal,125500,WD,RM,Fa,CBlock,SBrkr,Gable,OldTown,1363,741,1910,Detchd,4,7,6,2,528
Normal,143000,WD,RL,Gd,Wood,SBrkr,Gable,Mitchel,1362,796,1993,Attchd,5,5,5,2,480
Normal,163000,COD,RL,TA,CBlock,SBrkr,Gable,NAmes,1362,1362,1961,Attchd,6,5,6,2,504
Normal,128000,WD,RM,Fa,BrkTil,SBrkr,Gable,BrkSide,1362,751,1920,Detchd,6,8,6,2,502
Normal,194700,WD,RL,Gd,PConc,SBrkr,Gable,NridgHt,1362,1362,2005,Attchd,6,5,6,2,460
Normal,130000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1360,1360,1955,Detchd,5,5,6,2,572
Abnorml,187500,COD,RL,Gd,CBlock,SBrkr,Gable,StoneBr,1360,1360,1984,Attchd,8,5,4,2,565
Normal,125500,WD,RM,TA,CBlock,SBrkr,Gable,IDOTRR,1360,803,1938,Detchd,5,6,6,1,297
Normal,207000,WD,RM,Gd,PConc,SBrkr,Gable,NridgHt,1358,1358,2004,Attchd,7,5,6,2,484
Partial,224000,New,RL,Gd,PConc,SBrkr,Gable,NridgHt,1358,1358,2009,Attchd,7,5,6,2,484
Normal,177000,WD,RL,TA,CBlock,SBrkr,Gable,Edwards,1357,1357,1959,Basment,6,7,5,1,312
Normal,127500,WD,RL,TA,BrkTil,SBrkr,Gable,Edwards,1355,808,1940,NoGarage,5,7,6,0,0
Normal,127000,WD,RM,TA,PConc,SBrkr,Gable,IDOTRR,1355,773,1914,NoGarage,6,7,7,0,0
Abnorml,130000,WD,RL,TA,CBlock,FuseF,Hip,ClearCr,1352,1352,1958,BuiltIn,5,4,6,1,288
Normal,158000,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,1352,663,1969,Attchd,6,7,7,1,299
Partial,208900,New,FV,Ex,PConc,SBrkr,Gable,Somerst,1352,1352,2006,Attchd,7,5,5,2,466
Normal,168500,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1350,1350,1964,Attchd,6,5,6,2,520
Normal,165000,WD,RL,Gd,CBlock,SBrkr,Hip,NWAmes,1350,1350,1974,Attchd,6,5,7,2,478
Normal,179000,WD,RL,Gd,PConc,SBrkr,Gable,SawyerW,1349,1349,2000,Attchd,7,5,6,2,539
Normal,155000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1348,660,1966,Attchd,6,5,6,2,453
Normal,117000,WD,RM,TA,BrkTil,SBrkr,Gable,BrkSide,1348,884,1925,Detchd,5,8,5,1,216
Normal,107500,WD,RL,Gd,CBlock,SBrkr,Gable,Edwards,1347,820,1910,NoGarage,5,7,5,0,0
Normal,112000,WD,RL,Fa,CBlock,SBrkr,Gable,Edwards,1346,796,1910,Detchd,4,7,6,1,384
Normal,115000,WD,RM,Gd,BrkTil,FuseA,Gable,BrkSide,1344,896,1936,Detchd,5,4,7,1,240
Normal,147000,WD,RM,TA,CBlock,FuseA,Hip,IDOTRR,1344,672,1920,Detchd,5,7,6,1,468
Alloca,206300,WD,RM,Gd,PConc,SBrkr,Gable,Mitchel,1344,1344,1997,Attchd,7,5,8,4,784
Abnorml,98000,COD,RM,TA,BrkTil,SBrkr,Gable,OldTown,1344,624,1916,Detchd,5,5,7,3,513
Abnorml,137500,COD,RL,TA,CBlock,FuseA,Gable,Timber,1344,1344,1958,Basment,6,6,7,2,525
Normal,97000,WD,RM,TA,CBlock,SBrkr,Gable,MeadowV,1344,798,1970,NoGarage,4,6,6,0,0
Normal,144000,WD,RL,TA,CBlock,SBrkr,Hip,NAmes,1344,1344,1958,Detchd,5,5,6,1,484
Normal,154900,WD,RL,TA,BrkTil,SBrkr,Gable,Crawfor,1343,820,1921,Detchd,5,6,7,1,186
Normal,161500,WD,RL,TA,CBlock,SBrkr,Gable,NWAmes,1342,1342,1967,Attchd,6,5,7,2,457
Normal,120000,WD,RL,NoBasement,PConc,SBrkr,Hip,Edwards,1340,1340,1957,Attchd,5,6,7,1,252
Partial,181134,New,RL,Gd,PConc,SBrkr,Gable,Gilbert,1340,1340,2007,Attchd,7,5,6,2,396
Abnorml,139000,COD,RL,TA,CBlock,SBrkr,Hip,NAmes,1339,1339,1958,Attchd,5,6,6,1,294
Normal,180000,WD,RL,Gd,CBlock,SBrkr,Hip,Timber,1339,1339,1990,Attchd,7,5,6,2,484
Normal,213500,WD,RL,Gd,PConc,SBrkr,Gable,StoneBr,1338,1338,2001,Attchd,8,5,6,2,582
Normal,153500,WD,RM,Ex,PConc,SBrkr,Hip,Mitchel,1337,1337,1998,Attchd,6,5,5,2,405
Normal,180000,WD,RL,Gd,PConc,SBrkr,Gable,StoneBr,1337,1337,1993,Attchd,8,5,5,2,462
Normal,185000,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1337,1337,2003,Attchd,7,5,6,2,531
Abnorml,181000,COD,RH,Gd,PConc,SBrkr,Gable,NAmes,1337,1337,1998,Attchd,6,5,5,2,511
Normal,157000,WD,RL,TA,CBlock,SBrkr,Hip,Crawfor,1336,1336,1953,Attchd,5,5,5,1,375
Normal,108000,COD,C (all),TA,CBlock,SBrkr,Gable,IDOTRR,1336,897,1920,CarPort,4,6,7,1,570
Normal,167900,WD,RL,Gd,CBlock,SBrkr,Gable,NWAmes,1334,1334,1977,Attchd,6,5,6,2,630
Normal,170000,WD,RL,TA,CBlock,SBrkr,Gable,Timber,1328,1328,1959,Attchd,5,6,5,1,308
Family,107000,WD,RM,TA,CBlock,SBrkr,Gable,OldTown,1328,810,1925,Detchd,4,4,8,1,210
Normal,143000,WD,RL,TA,CBlock,SBrkr,Hip,NWAmes,1328,1328,1963,Attchd,6,5,6,2,528
Normal,150750,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1327,1327,1959,Detchd,5,6,7,2,624
Abnorml,160000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1324,1324,1965,Attchd,6,5,6,2,440
Normal,254000,WD,RL,Gd,PConc,SBrkr,Hip,NridgHt,1324,1324,2006,Attchd,8,5,6,2,550
Normal,128000,WD,RM,TA,BrkTil,SBrkr,Gable,BrkSide,1324,757,1936,Detchd,4,6,6,1,240
Normal,147000,WD,RL,TA,CBlock,SBrkr,Gable,NPkVill,1322,855,1974,Attchd,6,5,6,2,440
Abnorml,164500,WD,RL,TA,CBlock,SBrkr,Gable,Sawyer,1320,1320,1966,Attchd,5,6,6,2,564
Normal,162000,WD,RL,Gd,PConc,SBrkr,Gable,Gilbert,1320,660,2003,Attchd,7,5,6,2,400
Normal,123000,WD,RL,TA,PConc,SBrkr,Gable,NAmes,1319,1319,1953,Attchd,5,6,5,1,270
Normal,40000,WD,C (all),TA,BrkTil,SBrkr,Gambrel,IDOTRR,1317,649,1920,Detchd,4,4,6,1,250
Normal,130000,WD,RM,TA,BrkTil,SBrkr,Gable,OldTown,1316,926,1929,Detchd,5,7,6,2,484
Partial,169990,New,RL,Gd,PConc,SBrkr,Gable,Gilbert,1316,1316,2005,Attchd,6,5,6,2,397
Partial,200141,New,RL,Gd,PConc,SBrkr,Gable,CollgCr,1316,1316,2007,Attchd,7,5,6,2,440
Normal,145000,WD,RL,TA,CBlock,SBrkr,Gable,NAmes,1314,1314,1957,Attchd,5,6,5,1,294
Normal,207500,ConLw,RL,Gd,PConc,SBrkr,Gable,NridgHt,1314,1314,2007,Attchd,7,5,6,2,626
Normal,176432,WD,RL,Gd,PConc,SBrkr,Gable,CollgCr,1314,1314,2006,Attchd,6,5,6,2,440
Normal,230000,WD,RL,Gd,PConc,SBrkr,Gable,NridgHt,1314,1314,2007,Attchd,7,5,6,2,626
Partial,229456,New,FV,Gd,PConc,SBrkr,Gable,Somerst,1314,1314,2009,Attchd,8,5,6,2,552
Normal,112000,COD,RL,Fa,BrkTil,SBrkr,Gable,OldTown,1310,865,1924,Attchd,6,6,6,1,398
Partial,164990,New,RL,Gd,PConc,SBrkr,Gable,CollgCr,1310,1310,2005,Attchd,7,5,6,2,400
Normal,181000,WD,RL,TA,CBlock,SBrkr,Hip,NWAmes,1309,1309,1974,Attchd,6,6,5,2,484
Normal,160000,WD,RL,TA,BrkTil,SBrkr,Gable,Crawfor,1308,976,1940,Detchd,5,7,7,1,256
Normal,76500,WD,RL,TA,CBlock,SBrkr,Gable,BrkSide,1306,1306,1940,NoGarage,3,2,6,0,0
